KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank
receptors antigen t-cell/genetics	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	61
receptors cxcr3/genetics	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	60
receptors cxcr6/genetics	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	63
recurrence	MESH	0.010752688172043	1	592	0.42337249737519	3.77425389302245	0.805799510343433	2.49427944942936	95
rna	MESH	0.010752688172043	1	0	1.20454310422196	0.339619401754956	1	0	2
sarcoidosis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	4
sirolimus/therapeutic use	MESH	0.010752688172043	1	266.5	0.298765822930486	1.69809700877478	0.524516520293794	21.6859243771478	20
skin neoplasms/complications	MESH	0.010752688172043	1	0	0.278559798478072	0.509429102632434	0.12380674288538	-2.37009497098198	200
skin neoplasms/drug therapy	MESH	0.021505376344086	2	1121.33333333333	0.384459572212557	1.9436523039649	0.618764178702185	-0.309012356334309	123
skin neoplasms/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	5
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010752688172043	1	0	0.409727983183175	1.01885820526487	0.240470789065834	-1.5670756871404	147
steroids/adverse effects	MESH	0.010752688172043	1	0	0.280467033996951	0.339619401754956	0.0785696637541834	-1.57173818467161	151
steroids/therapeutic use	MESH	0.021505376344086	2	11	0.342213462577331	0.509429102632434	0.130814671727949	7.87758763322708	52
t-lymphocyte subsets/immunology	MESH	0.010752688172043	1	0	0.407159316714585	0.339619401754956	0.0785696637541834	-1.80530801271698	164
t-lymphocytes cytotoxic/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	7
t-lymphocytes regulatory/cytology	MESH	0.010752688172043	1	0	0.307029639345069	2.03771641052974	0.366658430852856	6.16920315499819	64
thyroiditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	10
tongue neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.409727983183175	1.01885820526487	0.240470789065834	-1.5670756871404	148
trinitrobenzenesulfonic acid/adverse effects	MESH	0.010752688172043	1	41.5714285714286	0.27824236205823	0.679238803509912	0.177893578311359	-0.0413170030552555	114
tryptophan/pharmacology	MESH	0.010752688172043	1	657.333333333333	0.42472323422236	0.339619401754956	0.133420183733519	-3.73560144905487	211
tumor microenvironment/drug effects	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	5
tumor necrosis factor inhibitors	MESH	0.010752688172043	1	0	0.377975180657945	0.509429102632434	0.12380674288538	0.231799675386219	112
ulcer/chemically induced	MESH	0.010752688172043	1	0	0.407355122851718	0.339619401754956	0.0785696637541834	-1.97242490141108	184
urothelium/drug effects	MESH	0.010752688172043	1	38.3333333333333	0.290739728037802	0.84904850438739	0.207609891961097	2.67248107880313	94
ustekinumab/therapeutic use	MESH	0.010752688172043	1	0	0.302942898271805	0.509429102632434	0.12380674288538	6.91020095039788	58
virus diseases/etiology	MESH	0.010752688172043	1	0	0.408669485823964	0.679238803509912	0.157139327508367	-2.09163065617669	192
vitamin d	MESH	0.010752688172043	1	143.5	0.420181388218791	0.339619401754956	0.111183486444599	-1.97267725502291	186
vitamin d/administration & dosage	MESH	0.010752688172043	1	141.421428571429	0.427275321098592	1.01885820526487	0.335751667752297	-1.9455609829718	177
