KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank	CommunityMembership
"MTOR"	"GENE"	0.010752688172043	1	209	0.296713508547796	1.86790670965226	0.395009032107686	25.525728661401	23	12
"mucositis/chemically induced"	"MESH"	0.010752688172043	1	0	0.314878494180074	1.35847760701982	0.211438727346891	-5.940139017898	169	10
"multigene family"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	119	15
"myasthenia gravis/chemically induced"	"MESH"	0.010752688172043	1	75.5641025641028	0.325101278909351	2.91309349943381	0.604204300448692	28.8076842642008	5	7
"myasthenia gravis/diagnosis"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7	9
"mycophenolic acid"	"MESH"	0.0106382978723404	1	0	0.384230058090875	0.180753594022051	0.0189091544781773	-9.26322026415737	218	-1
"myeloid cells/cytology"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	123	15
"myeloid-derived suppressor cells/metabolism"	"MESH"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	31	12
"myocarditis/chemically induced"	"MESH"	0.010752688172043	1	75.5641025641028	0.325101278909351	2.91309349943381	0.604204300448692	28.8076842642008	9	7
"myocarditis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	7	6
"neoplasm recurrence local/drug therapy"	"MESH"	0.010752688172043	1	0	0.385146660279719	0.520372995777007	0.0825126740865917	-9.62880491952643	236	4
"neoplasms"	"MESH"	0.043010752688172	4	92	0.43993039460554	1.43422320133247	0.32049414369792	-11.3888667732443	256	4
"neoplasms/complications"	"MESH"	0.032258064516129	3	270	0.335962950505551	1.35847760701982	0.352995163452013	5.33772340256426	95	8
"neoplasms/diagnosis"	"MESH"	0.010752688172043	1	365.5	0.326776191238732	0.84904850438739	0.221796515354583	23.3704866189081	42	2
"neoplasms/diagnostic imaging"	"MESH"	0.021505376344086	2	0	1.20454310422196	1.69809700877478	1	0	8	6
"neoplasms/drug therapy"	"MESH"	0.129032258064516	12	13334.3392857143	0.559749037515871	6.73370479221127	0.984776528174349	-11.7285969051242	262	5
"neoplasms/therapy"	"MESH"	0.010752688172043	1	52.75	0.392248922991031	0.509429102632434	0.0974302196841676	-8.57928683323799	200	4
"nephritis/chemically induced"	"MESH"	0.010752688172043	1	75.5641025641028	0.325101278909351	2.91309349943381	0.604204300448692	28.8076842642008	8	7
"neutrophils/drug effects"	"MESH"	0.010752688172043	1	64.6527777777778	0.415351597205809	1.01885820526487	0.224680962647864	-6.38644759644936	181	8
"nivolumab/adverse effects"	"MESH"	0.129032258064516	12	4175.83333333333	0.559699778895577	5.20704312164214	0.962065147718664	-11.5936777831935	258	8
"nivolumab/therapeutic use"	"MESH"	0.021505376344086	2	764	0.275931796909881	2.88676491491713	0.734222947380689	30.5441455092955	2	7
"NRF1"	"GENE"	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	52	11
"oropharyngeal neoplasms/drug therapy"	"MESH"	0.010752688172043	1	0	0.382602069204931	0.169809700877478	0.0120330983042946	-9.07313328107801	207	-1
"paclitaxel/therapeutic use"	"MESH"	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	231	8
"pancreatitis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	9	6
"PARP1"	"GENE"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	39	12
"PDCD1"	"GENE"	0.268817204301075	25	718.5	0.422314739695225	2.43413277215915	0.640347299108444	0.304235874905531	111	4
"pericarditis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	10	6
"phenotype"	"MESH"	0.021505376344086	2	39	0.303452634543438	3.1897472921677	0.529631140376435	7.46683982429678	76	14
"phosphatidylinositol 3-kinases/metabolism"	"MESH"	0.010752688172043	1	209	0.296713508547796	1.86790670965226	0.395009032107686	25.525728661401	22	12
"phthalazines/administration & dosage"	"MESH"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	33	12
"PIK3CD"	"GENE"	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	157	5
"piperazines/administration & dosage"	"MESH"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	35	12
"piperidines/therapeutic use"	"MESH"	0.021505376344086	2	7.5	0.313108966769043	1.43422320133247	0.227565409941146	-1.43597475616972	134	14
"pneumonia"	"MESH"	0.010752688172043	1	0	0.357857775196501	0.524813794004542	0.0876697162170037	-3.3294077904013	144	4
"pneumonia/chemically induced"	"MESH"	0.032258064516129	3	2751.5	0.382699557931358	3.61421022274165	0.910494726414545	20.5497061678329	58	7
"pneumonia/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	1	6
"poly(adp-ribose) polymerase inhibitors/administration & dosage"	"MESH"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	34	12
"postoperative complications"	"MESH"	0.010752688172043	1	63.3333333333333	0.389296757576958	0.509429102632434	0.0993531845463551	-10.7173723121302	248	8
"prednisolone/administration & dosage"	"MESH"	0.0104166666666666	1	0	0.348201333855161	1.48155513799669	0.226909853738127	5.89788604221745	80	2
"prednisolone/therapeutic use"	"MESH"	0.010752688172043	1	0	0.383097468844123	0.509429102632434	0.0756366179127091	-9.37795930554749	224	-1
"prednisone/therapeutic use"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	4	9
"programmed cell death 1 receptor/antagonists & inhibitors"	"MESH"	0.086021505376344	8	851.5	0.478821308929526	1.88935548083383	0.487063690927102	-9.07632857183322	208	8
"programmed cell death 1 receptor/metabolism"	"MESH"	0.010752688172043	1	0	0.320033043605423	0.84904850438739	0.128926053260299	-2.14629212073704	137	3
"protective agents/pharmacology"	"MESH"	0.010752688172043	1	66.4944444444445	0.308037810226258	0.84904850438739	0.177000174814987	4.59422445269527	97	3
"protein kinase inhibitors/adverse effects"	"MESH"	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	161	5
"protein kinase inhibitors/therapeutic use"	"MESH"	0.010752688172043	1	380.833333333333	0.391687023555646	0.84904850438739	0.22288910902628	-8.29023513982519	190	14
"proton pump inhibitors/adverse effects"	"MESH"	0.010752688172043	1	0	0.323616026228441	0.509429102632434	0.0756366179127091	15.9765991949113	60	7
"pruritus/chemically induced"	"MESH"	0.010752688172043	1	75.5641025641028	0.325101278909351	2.91309349943381	0.604204300448692	28.8076842642008	11	7
"psoriasis"	"MESH"	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	193	10
"purines/adverse effects"	"MESH"	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	164	5
"pyrimidines/therapeutic use"	"MESH"	0.021505376344086	2	7.5	0.313108966769043	1.43422320133247	0.223981702697978	-1.43671338285343	135	14
"quinazolinones/adverse effects"	"MESH"	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	160	5
"receptors antigen t-cell/genetics"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	122	15
"receptors cxcr3/genetics"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	117	15
"receptors cxcr6/genetics"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	118	15
"recurrence"	"MESH"	0.010752688172043	1	637.714285714286	0.399390350704391	3.9550074870445	0.792421770293106	-3.921490525629	146	5
"rna"	"MESH"	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	191	10
"sarcoidosis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	3	6
"sirolimus/therapeutic use"	"MESH"	0.010752688172043	1	209	0.296713508547796	1.86790670965226	0.395009032107686	25.525728661401	19	12
"skin neoplasms/complications"	"MESH"	0.010752688172043	1	0	0.295492926557018	0.509429102632434	0.0756366179127091	-0.287950486835561	130	3
"skin neoplasms/drug therapy"	"MESH"	0.021505376344086	2	207.5	0.377259818283361	2.28327170571986	0.508493094807995	-8.17612517288231	188	10
"skin neoplasms/immunology"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	5	9
"SNCA"	"GENE"	0.032258064516129	3	40	0.369529710736748	1.5282873078973	0.295000291358312	-8.2322551437966	189	8
"squamous cell carcinoma of head and neck/drug therapy"	"MESH"	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	233	8
"steroids/adverse effects"	"MESH"	0.010752688172043	1	0	0.292015372107767	0.339619401754956	0.0446943651302372	-6.02062031580299	174	10
"steroids/therapeutic use"	"MESH"	0.021505376344086	2	33	0.33489825280533	0.509429102632434	0.0935842899597926	4.73746671013551	96	2
"t-lymphocyte subsets/immunology"	"MESH"	0.010752688172043	1	0	0.382953305400168	0.339619401754956	0.0446943651302372	-9.31891744420854	220	5
"t-lymphocytes cytotoxic/immunology"	"MESH"	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	49	11
"t-lymphocytes regulatory/cytology"	"MESH"	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	116	15
"TCIM"	"GENE"	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	195	10
"thyroiditis/diagnostic imaging"	"MESH"	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	6	6
"TIPARP"	"GENE"	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	38	12
"TNF"	"GENE"	0.032258064516129	3	5454	0.499958427840242	3.11611569168628	0.902292989919002	-10.6951407017524	247	10
"tongue neoplasms/drug therapy"	"MESH"	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	232	8
"trinitrobenzenesulfonic acid/adverse effects"	"MESH"	0.010752688172043	1	66.4944444444445	0.308037810226258	0.84904850438739	0.177000174814987	4.59422445269527	98	3
"tryptophan/pharmacology"	"MESH"	0.010752688172043	1	1606.30952380952	0.423259351911908	0.679238803509912	0.20800069925995	-8.4021511995583	197	3
"tumor microenvironment/drug effects"	"MESH"	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	51	11
"tumor necrosis factor inhibitors"	"MESH"	0.010752688172043	1	0	0.368224137572209	0.84904850438739	0.128926053260299	-7.5896650762598	185	10
"ulcer/chemically induced"	"MESH"	0.010752688172043	1	0	0.383093534304753	0.339619401754956	0.0446943651302372	-9.45914204506677	228	-1
"urothelium/drug effects"	"MESH"	0.010752688172043	1	635.5	0.353051185470503	1.18866790614235	0.342928733756774	8.08316227145964	73	3
"ustekinumab/therapeutic use"	"MESH"	0.010752688172043	1	0	0.291937745661787	0.509429102632434	0.0756366179127091	2.79283374408792	103	2
"virus diseases/etiology"	"MESH"	0.010752688172043	1	0	0.384027234545669	0.679238803509912	0.101421828564769	-9.75400787925831	240	5
"vitamin d"	"MESH"	0.010752688172043	1	0	0.39241025381219	0.339619401754956	0.0446943651302372	-8.99204122324688	206	-1
"vitamin d/administration & dosage"	"MESH"	0.010752688172043	1	64.6527777777778	0.415351597205809	1.01885820526487	0.224680962647864	-6.38644759644936	179	8
