KW	Category	Representativeness	Raw.Occurrence	Betweenness.centrality	Closeness.centrality	Strength	Wscore	Knode	Knode.rank
skin neoplasms/complications	MESH	0.010752688172043	1	0	0.278024511529709	0.509429102632434	0.123702422145329	-0.642450583231078	147
skin neoplasms/drug therapy	MESH	0.021505376344086	2	1115.33333333333	0.384493602734812	1.9436523039649	0.63917723952326	0.959736495171977	104
skin neoplasms/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	4
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010752688172043	1	0	0.408910473118944	1.01885820526487	0.249783737024221	-0.621039824565201	143
steroids/adverse effects	MESH	0.010752688172043	1	0	0.279910975265968	0.339619401754956	0.0785034602076125	-0.432769106518497	136
steroids/therapeutic use	MESH	0.021505376344086	2	6	0.329304057957001	0.509429102632434	0.131199538638985	4.36597228065535	47
t-lymphocyte subsets/immunology	MESH	0.010752688172043	1	0	0.406252383728083	0.339619401754956	0.0785034602076125	-1.06284534381363	166
t-lymphocytes cytotoxic/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	9
t-lymphocytes regulatory/cytology	MESH	0.010752688172043	1	0	0.295536173969098	2.03771641052974	0.36159169550173	3.39941143863456	63
thyroiditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	1
tongue neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.408910473118944	1.01885820526487	0.249783737024221	-0.621039824565201	145
trinitrobenzenesulfonic acid/adverse effects	MESH	0.010752688172043	1	41.5714285714286	0.277663934993301	0.679238803509912	0.178705305651672	1.26812515206488	99
tryptophan/pharmacology	MESH	0.010752688172043	1	695.333333333333	0.424370432896613	0.339619401754956	0.143526528258362	-2.31326067815661	204
tumor microenvironment/drug effects	MESH	0.010752688172043	1	0	1.20454310422196	1.35847760701982	1	0	6
tumor necrosis factor inhibitors	MESH	0.010752688172043	1	0	0.37778833400567	0.509429102632434	0.123702422145329	1.22504275810677	102
ulcer/chemically induced	MESH	0.010752688172043	1	0	0.406455048646484	0.339619401754956	0.0785034602076125	-1.20303762039011	175
urothelium/drug effects	MESH	0.010752688172043	1	43.2666666666666	0.28870620371748	0.84904850438739	0.224625144175317	2.81659758242949	85
ustekinumab/therapeutic use	MESH	0.010752688172043	1	0	0.246843249053694	0.509429102632434	0.123702422145329	-2.05953670805572	200
virus diseases/etiology	MESH	0.010752688172043	1	0	0.407807861347524	0.679238803509912	0.159385813148789	-1.30508367378897	183
vitamin d	MESH	0.010752688172043	1	138.5	0.419762953016952	0.339619401754956	0.11260092272203	-0.586837577192954	139
vitamin d/administration & dosage	MESH	0.010752688172043	1	158.421428571429	0.427091034200595	1.01885820526487	0.375937139561707	-0.167392729489982	128
