PMID	KW1	KW2	link	link_explicit	QuerySet
32418993	carcinoma non-small-cell lung/complications	drug-related side effects and adverse reactions	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	carcinoma non-small-cell lung/complications	immune checkpoint inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	carcinoma non-small-cell lung/complications	infliximab/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	carcinoma non-small-cell lung/complications	melanoma/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	carcinoma non-small-cell lung/complications	urothelium/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
35124713	carcinoma non-small-cell lung/drug therapy	ipilimumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35124713/"", ""35124713"")"	https://pubmed.ncbi.nlm.nih.gov/35124713	pmid-ICI_and_Colitis.txt
35124713	carcinoma non-small-cell lung/drug therapy	pneumonia/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35124713/"", ""35124713"")"	https://pubmed.ncbi.nlm.nih.gov/35124713	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	diabetes mellitus type 1/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	exanthema/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	fatigue/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	hepatitis autoimmune/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	hypophysitis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
35277350	carcinoma renal cell/drug therapy	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	ipilimumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
35277350	carcinoma renal cell/drug therapy	ipilimumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	myasthenia gravis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	myocarditis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	nephritis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
35277350	carcinoma renal cell/drug therapy	proton pump inhibitors/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35277350/"", ""35277350"")"	https://pubmed.ncbi.nlm.nih.gov/35277350	pmid-ICI_and_Colitis.txt
32130969	carcinoma renal cell/drug therapy	pruritus/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32130969/"", ""32130969"")"	https://pubmed.ncbi.nlm.nih.gov/32130969	pmid-ICI_and_Colitis.txt
34992611	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34992611/"", ""34992611"")"	https://pubmed.ncbi.nlm.nih.gov/34992611	pmid-ICI_and_Colitis.txt
32702598	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
33555016	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
35917654	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35917654/"", ""35917654"")"	https://pubmed.ncbi.nlm.nih.gov/35917654	pmid-ICI_and_Colitis.txt
35432346	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
32934876	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32934876/"", ""32934876"")"	https://pubmed.ncbi.nlm.nih.gov/32934876	pmid-ICI_and_Colitis.txt
33314269	CD274	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
36159840	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
33314269	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
34992611	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34992611/"", ""34992611"")"	https://pubmed.ncbi.nlm.nih.gov/34992611	pmid-ICI_and_Colitis.txt
32702598	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
33555016	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
32540858	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32540858/"", ""32540858"")"	https://pubmed.ncbi.nlm.nih.gov/32540858	pmid-ICI_and_Colitis.txt
33173388	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33173388/"", ""33173388"")"	https://pubmed.ncbi.nlm.nih.gov/33173388	pmid-ICI_and_Colitis.txt
34158318	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34158318/"", ""34158318"")"	https://pubmed.ncbi.nlm.nih.gov/34158318	pmid-ICI_and_Colitis.txt
32960847	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32960847/"", ""32960847"")"	https://pubmed.ncbi.nlm.nih.gov/32960847	pmid-ICI_and_Colitis.txt
32298485	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32298485/"", ""32298485"")"	https://pubmed.ncbi.nlm.nih.gov/32298485	pmid-ICI_and_Colitis.txt
35917654	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35917654/"", ""35917654"")"	https://pubmed.ncbi.nlm.nih.gov/35917654	pmid-ICI_and_Colitis.txt
35432346	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
33462141	CD274	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
36159840	CD28	CSF2	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	gastrointestinal neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	HAVCR2	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL15	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL17C	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL21	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL22	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	IL6	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	immune system diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CD28	LIF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
33555016	CD4	CD68	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
34338882	CD4	CD68	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD4	cd8-positive t-lymphocytes/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
33555016	CD4	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
34338882	CD4	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD4	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD4	crohn disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD4	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
33555016	CD4	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
34338882	CD4	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD4	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD68	cd8-positive t-lymphocytes/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
33555016	CD68	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
34338882	CD68	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD68	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD68	crohn disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD68	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
33555016	CD68	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
34338882	CD68	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	CD68	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34106395	cd8-positive t-lymphocytes	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34106395/"", ""34106395"")"	https://pubmed.ncbi.nlm.nih.gov/34106395	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	chemokines/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	colitis/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	ctla-4 antigen/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	gene expression regulation/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	inflammation/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	melanoma/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	multigene family	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	myeloid cells/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	receptors antigen t-cell/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	receptors cxcr3/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	receptors cxcr6/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	cd8-positive t-lymphocytes/cytology	t-lymphocytes regulatory/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	CD8A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	colon/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	colon/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	crohn disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	immunologic memory/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	interferon-gamma/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	cd8-positive t-lymphocytes/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	piperidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	cd8-positive t-lymphocytes/drug effects	pyrimidines/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	cell line tumor	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	colitis/etiology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	cytotoxicity immunologic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	drug-related side effects and adverse reactions/prevention & control	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	growth inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	immune checkpoint inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	lymphocytes tumor-infiltrating/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	MTOR	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	phosphatidylinositol 3-kinases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cd8-positive t-lymphocytes/immunology	sirolimus/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34338882	CD8A	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	CD8A	colitis ulcerative/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	CD8A	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	CD8A	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	colonic neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	cytotoxicity immunologic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	dextran sulfate/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	cell line tumor	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
34987517	cell line tumor	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
