KW	category	node_weight	occurrence	btw_cnt	cls_cnt	strength	qscore	Knode	ranking
NRF1	GENE	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	55
oropharyngeal neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.382602069204931	0.169809700877478	0.0120330983042946	-9.07313328107801	207
paclitaxel/therapeutic use	MESH	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	233
pancreatitis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	8
PARP1	GENE	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	31
PDCD1	GENE	0.268817204301075	25	718.5	0.422314739695225	2.43413277215915	0.640347299108444	0.304235874905531	111
pericarditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	1
phenotype	MESH	0.021505376344086	2	39	0.303452634543438	3.1897472921677	0.529631140376435	7.46683982429678	76
phosphatidylinositol 3-kinases/metabolism	MESH	0.010752688172043	1	209	0.296713508547796	1.86790670965226	0.395009032107686	25.525728661401	22
phthalazines/administration & dosage	MESH	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	33
PIK3CD	GENE	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	162
piperazines/administration & dosage	MESH	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	37
piperidines/therapeutic use	MESH	0.021505376344086	2	7.5	0.313108966769043	1.43422320133247	0.227565409941146	-1.43597475616972	134
pneumonia	MESH	0.010752688172043	1	0	0.357857775196501	0.524813794004542	0.0876697162170037	-3.3294077904013	145
pneumonia/chemically induced	MESH	0.032258064516129	3	2751.5	0.382699557931358	3.61421022274165	0.910494726414545	20.5497061678329	58
pneumonia/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	4
poly(adp-ribose) polymerase inhibitors/administration & dosage	MESH	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	36
postoperative complications	MESH	0.010752688172043	1	63.3333333333333	0.389296757576958	0.509429102632434	0.0993531845463551	-10.7173723121302	248
prednisolone/administration & dosage	MESH	0.0104166666666666	1	0	0.348201333855161	1.48155513799669	0.226909853738127	5.89788604221745	82
prednisolone/therapeutic use	MESH	0.010752688172043	1	0	0.383097468844123	0.509429102632434	0.0756366179127091	-9.37795930554749	224
prednisone/therapeutic use	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	2
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.086021505376344	8	851.5	0.478821308929526	1.88935548083383	0.487063690927102	-9.07632857183322	208
programmed cell death 1 receptor/metabolism	MESH	0.010752688172043	1	0	0.320033043605423	0.84904850438739	0.128926053260299	-2.14629212073704	137
protective agents/pharmacology	MESH	0.010752688172043	1	66.4944444444445	0.308037810226258	0.84904850438739	0.177000174814987	4.59422445269527	98
protein kinase inhibitors/adverse effects	MESH	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	160
protein kinase inhibitors/therapeutic use	MESH	0.010752688172043	1	380.833333333333	0.391687023555646	0.84904850438739	0.22288910902628	-8.29023513982519	190
proton pump inhibitors/adverse effects	MESH	0.010752688172043	1	0	0.323616026228441	0.509429102632434	0.0756366179127091	15.9765991949113	60
pruritus/chemically induced	MESH	0.010752688172043	1	75.5641025641028	0.325101278909351	2.91309349943381	0.604204300448692	28.8076842642008	5
psoriasis	MESH	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	191
purines/adverse effects	MESH	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	164
pyrimidines/therapeutic use	MESH	0.021505376344086	2	7.5	0.313108966769043	1.43422320133247	0.223981702697978	-1.43671338285343	135
quinazolinones/adverse effects	MESH	0.0106382978723404	1	0	0.356647111752188	2.53055031630871	0.366149991259251	-5.47628215110788	155
receptors antigen t-cell/genetics	MESH	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	114
receptors cxcr3/genetics	MESH	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	120
receptors cxcr6/genetics	MESH	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	116
recurrence	MESH	0.010752688172043	1	637.714285714286	0.399390350704391	3.9550074870445	0.792421770293106	-3.921490525629	146
rna	MESH	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	194
sarcoidosis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	3
sirolimus/therapeutic use	MESH	0.010752688172043	1	209	0.296713508547796	1.86790670965226	0.395009032107686	25.525728661401	24
skin neoplasms/complications	MESH	0.010752688172043	1	0	0.295492926557018	0.509429102632434	0.0756366179127091	-0.287950486835561	129
skin neoplasms/drug therapy	MESH	0.021505376344086	2	207.5	0.377259818283361	2.28327170571986	0.508493094807995	-8.17612517288231	188
skin neoplasms/immunology	MESH	0.010752688172043	1	0	1.20454310422196	1.01885820526487	1	0	7
SNCA	GENE	0.032258064516129	3	40	0.369529710736748	1.5282873078973	0.295000291358312	-8.2322551437966	189
squamous cell carcinoma of head and neck/drug therapy	MESH	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	230
steroids/adverse effects	MESH	0.010752688172043	1	0	0.292015372107767	0.339619401754956	0.0446943651302372	-6.02062031580299	174
steroids/therapeutic use	MESH	0.021505376344086	2	33	0.33489825280533	0.509429102632434	0.0935842899597926	4.73746671013551	96
t-lymphocyte subsets/immunology	MESH	0.010752688172043	1	0	0.382953305400168	0.339619401754956	0.0446943651302372	-9.31891744420854	221
t-lymphocytes cytotoxic/immunology	MESH	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	51
t-lymphocytes regulatory/cytology	MESH	0.010752688172043	1	0	0.289762188013889	2.03771641052974	0.326612668259425	0.289055971427599	119
TCIM	GENE	0.010752688172043	1	0	0.35571089629029	1.01885820526487	0.166744362216654	-8.36285698528234	192
thyroiditis/diagnostic imaging	MESH	0.010752688172043	1	0	1.20454310422196	1.69809700877478	1	0	11
TIPARP	GENE	0.010752688172043	1	30	0.243746876208342	2.03771641052974	0.401346075403531	24.243953293794	38
TNF	GENE	0.032258064516129	3	5454	0.499958427840242	3.11611569168628	0.902292989919002	-10.6951407017524	247
tongue neoplasms/drug therapy	MESH	0.010752688172043	1	0	0.386172604275427	1.18866790614235	0.189091544781773	-9.5590888834226	229
trinitrobenzenesulfonic acid/adverse effects	MESH	0.010752688172043	1	66.4944444444445	0.308037810226258	0.84904850438739	0.177000174814987	4.59422445269527	99
tryptophan/pharmacology	MESH	0.010752688172043	1	1606.30952380952	0.423259351911908	0.679238803509912	0.20800069925995	-8.4021511995583	198
tumor microenvironment/drug effects	MESH	0.010752688172043	1	23.7272727272728	0.241229398184178	2.03771641052974	0.373667035720529	21.7380572811767	56
tumor necrosis factor inhibitors	MESH	0.010752688172043	1	0	0.368224137572209	0.84904850438739	0.128926053260299	-7.5896650762598	185
ulcer/chemically induced	MESH	0.010752688172043	1	0	0.383093534304753	0.339619401754956	0.0446943651302372	-9.45914204506677	228
urothelium/drug effects	MESH	0.010752688172043	1	635.5	0.353051185470503	1.18866790614235	0.342928733756774	8.08316227145964	73
ustekinumab/therapeutic use	MESH	0.010752688172043	1	0	0.291937745661787	0.509429102632434	0.0756366179127091	2.79283374408792	102
virus diseases/etiology	MESH	0.010752688172043	1	0	0.384027234545669	0.679238803509912	0.101421828564769	-9.75400787925831	239
vitamin d	MESH	0.010752688172043	1	0	0.39241025381219	0.339619401754956	0.0446943651302372	-8.99204122324688	206
vitamin d/administration & dosage	MESH	0.010752688172043	1	64.6527777777778	0.415351597205809	1.01885820526487	0.224680962647864	-6.38644759644936	181
